Entry	Interacts with	Cross-reference (STRING)
P39935	P07260; P04147; P10081	4932.YGR162W;
P47125		4932.YJR078W;
P07170		4932.YDR226W;
P40015		4932.YER019W;
Q04066		4932.YDR428C;
P36016		4932.YKL073W;
Q08001		4932.YLR072W;
P36146	Q07845	4932.YKR063C;
P47912		4932.YMR246W;
P15801		4932.YOR330C;
P39110		4932.YMR138W;
P00410	Q04935	4932.Q0250;
Q3E731		4932.YLL018C-A;
P09624	P19262; P19955	4932.YFL018C;
Q12086		4932.YDR263C;
Q07505	P33203	4932.YDL086W;
P54861	Itself	4932.YLL001W;
P53063	Q02792	4932.YGL246C;
P43535	P33892	4932.YFR009W;
P00815	P53233	4932.YCL030C;
P32479	P32447; Itself; P32480; Q01448; P32914	4932.YBL008W;
Q12329	Q00684	4932.YDR171W;
P36078		4932.YKL084W;
P32478		4932.YJL159W;
P54839		4932.YML126C;
Q04638	P05453	4932.YML068W;
P00549		4932.YAL038W;
Q00776	P36000; P35181	4932.YPL259C;
P22108		4932.YDR530C;
P37302		4932.YBR286W;
P18544		4932.YOL140W;
P38356		4932.YBR290W;
Q12140		4932.YDL037C;
P04821	P01120	4932.YLR310C;
P38843		4932.YHR142W;
Q05809		4932.YLR218C;
Q12150		4932.YLR087C;
P46962	Q03957; P46963	4932.YJL006C;
P33750		4932.YLL011W;
P13483		4932.YML113W;
P21182		4932.YOL052C;
Q04216		4932.YMR126C;
P53095		4932.YGL196W;
P53871	P38149	4932.YNL191W;
P53168	Q12248; P53267; P36131	4932.YGL061C;
P42835		4932.YNL327W;
P32771		4932.YDL168W;
P40557		4932.YIL005W;
Q02883		4932.YPL103C;
P43561	P38310	4932.YFL041W;
P15646	P38333; P25586; Q12460; Q12499; P39990	4932.YDL014W;
P33893		4932.YBL080C;
P19145		4932.YKR039W;
Q12263	P32458; P32490; P25293; Q07657	4932.YDR507C;
P36173		4932.YKR106W;
P40344	P38862; P38182; Q9GZQ8	4932.YNR007C;
P53983	P54074	4932.YNL008C;
Q99325	P38182	4932.YOR152C;
Q12509	Q03433	4932.YLR085C;
Q12386	P68135	4932.YOR141C;
P35727	P48232	4932.YKL061W;
P24869	P35734; Q03898; P38826; P38283	4932.YPR119W;
P35201		4932.YKL089W;
Q12453	P33418; Q02630	4932.YOR112W;
Q03690		4932.YMR012W;
P38845		4932.YHR146W;
P49573	Itself	4932.YPR124W;
P46947	P40565	4932.YGL174W;
P21705		4932.YNL314W;
Q06819	P19735	4932.YPR082C;
P31116		4932.YJR139C;
P53246		4932.YGR071C;
P53235		4932.YGR054W;
P54781		4932.YMR015C;
Q12480		4932.YPR004C;
P39719		4932.YAL053W;
P39712		4932.YAL063C;
P0CF35		
P25653		4932.YCR089W;
P38137		4932.YBR222C;
Q12471		4932.YOL136C;
Q08902		4932.YOR378W;
Q04894		4932.YMR318C;
P47140		4932.YJR100C;
P38080		4932.YBR059C;
P53930	P35817	4932.YNL107W;
P07248		4932.YDR216W;
Q08702		4932.YOR258W;
P49089		4932.YPR145W;
P32449		4932.YBR249C;
P34233		4932.YKL185W;
P39724		4932.YAL046C;
P22035		4932.YKR099W;
P03965		4932.YJR109C;
P32562	Q00684; P06243; P41813; Q04087; P22216; P14737; P23624; P32944	4932.YMR001C;
P06243	P32562; Itself; P32325; Q04087	4932.YDL017W;
Q3E7B2	P32335	4932.YJL062W-A;
P53865	P36094	4932.YNL225C;
Q12145		4932.YPR013C;
P53830		4932.YNL286W;
P38226		4932.YBR042C;
Q03772	Q03654	4932.YDR163W;
P32460		4932.YIR030C;
Q06218	P10962	4932.YLR276C;
P40526		4932.YIL049W;
Q12743	P34223; P38349	4932.YDR411C;
P40568	P25651; Q12143	4932.YIR010W;
P32528		4932.YBR208C;
P32626		4932.YEL038W;
Q07651		4932.YDL222C;
A0A023PZB3		
P23542		4932.YLR027C;
P07249		4932.YMR042W;
P32873		4932.YPL115C;
P39101		4932.YER048C;
Q06702		4932.YLR307W;
Q12748	Q02732; Q12262; P47167	4932.YLR381W;
P22137	P36000; P17891; P32790; P38856	4932.YGL206C;
Q03981	Q04368; Q12250	4932.YDR179C;
P53088	P53923; P40554	4932.YGL211W;
P69851		4932.YDR320C-A;
P24783		4932.YNL112W;
P40318	P25694; P38428; P12866; Q04228	4932.YIL030C;
P38332		4932.YBR246W;
Q12015		4932.YOR223W;
P39009	Q12449; P26188; P32641; Q12021; P12753; P22216; P12954; Q05016	4932.YDL101C;
P25615		4932.YCR014C;
P47163		4932.YJR129C;
P22140	P17898	4932.YHR123W;
P39012	P38875; P49018	4932.YLR088W;
Q08905		4932.YOR381W;
P17649		4932.YGR019W;
P53178	Itself; P38242	4932.YGL047W;
P39988		4932.YEL029C;
P43573	P20081; P11484; P02994; P36008; P52553	4932.YFL023W;
P38346		4932.YBR270C;
P53890		4932.YNL166C;
P23293	Q05949	4932.YPR161C;
P12630		4932.YIL015W;
Q07442	P35817	4932.YDL070W;
P36130	P40515	4932.YKR036C;
P09119	P00546; P43603; P29469	4932.YJL194W;
P00546	P43568; P09119; P20486; P30283; P32943; P20437; P20438; P13365; P03070	4932.YBR160W;
P53298	P53267	4932.YGR179C;
P40086		4932.YER141W;
P47081		4932.YJL003W;
P43550		4932.YFL053W;
P36120		4932.YKR024C;
P06634	P24784	4932.YOR204W;
Q05031	Q06144	4932.YMR238W;
P39708		4932.YAL062W;
Q02202		4932.YKR004C;
P43616	Itself	4932.YFR044C;
P40077	P39969	4932.YER124C;
P38073		4932.YBR033W;
P53753		4932.YNR067C;
P17214	P32797; Q06163; P47069	4932.YLR233C;
P06774	Q02516	4932.YGL237C;
P43592	P46671	4932.YFR008W;
P00330	Itself; P34230; P39109	4932.YOL086C;
Q08957		4932.YPL202C;
P07246		4932.YMR083W;
P40529		4932.YIL044C;
P43548		4932.YFL055W;
P25613		4932.YCR010C;
P53194		4932.YGL007W;
Q06333		4932.YDR357C;
P50077		4932.YGR217W;
P40986		4932.YDR182W;
P38313		4932.YBR211C;
P48562	P29366; P11433; Q04439; Q12163	4932.YNL298W;
P00424		4932.YNL052W;
P38909		4932.YOR037W;
Q02554	Q99181	4932.YMR240C;
Q12396	P43555	4932.YLR080W;
P36141	P39940	4932.YKR049C;
Q06205	P38911; P02309; P61830; P43586	4932.YLR449W;
P28240		4932.YER065C;
P38731		4932.YHL040C;
Q06671		4932.YLR431C;
P48016		4932.YPR026W;
P18634	P39940	4932.YLR392C;
P53946		4932.YNL059C;
P53244	P39940	4932.YGR068C;
P53722	P36046	4932.YNR020C;
P40416		4932.YMR301C;
P47113	P26448; P38785; P38987	4932.YJR053W;
P18496		4932.YLR393W;
Q06631	P48234; P20448; P47083	4932.YDR299W;
P25337	Q03654	4932.YCR063W;
P43571		4932.YFL025C;
O94143		4932.YJL188C;
Q05611		4932.YDR275W;
P32468	P32458; P38785; Q06648; Q07657; Q04477	4932.YHR107C;
P06101	P02829	4932.YDR168W;
P40558	P52920	4932.YIL003W;
P38273	P53129	4932.YBR131W;
Q06697	P38351; P04050; P53064; Q00772; P27692	4932.YLR418C;
Q3E7A9		4932.YMR194C-B;
P0CH63		4932.YNL335W;
P36037	P25694; P38753; Q01477; Q01853	4932.YKL213C;
P21623		4932.YDR403W;
P39112		4932.YMR287C;
Q04651	Itself; P39727; P41810	4932.YML067C;
Q03096	Q06163	4932.YIL009C-A;
P32474		4932.YDR518W;
Q12168	P38753; P53281; P43603; P39743; P32793	4932.YLR144C;
P39970		4932.YER045C;
Q08361		4932.YOL165C;
P40994	P25369	4932.YOR094W;
P38013	P34230	4932.YLR109W;
P38281		4932.YBR151W;
P43636	P16661	4932.YGL065C;
P39981		4932.YEL064C;
P38822	P40563; P38266; P53933; P47068; Q12446; Q12342; Q04439; P40453; Q08989	4932.YHR114W;
Q05949	P23293	4932.YLR226W;
Q3E793		4932.YAL044W-A;
P43569	P39954	4932.YFL028C;
P06787	P23287; Q04439; P32380; P36094	4932.YBR109C;
Q03941	P36076; P53332	4932.YDR196C;
P0C155		
P27636	P38987	4932.YAR019C;
P38265		4932.YBR107C;
Q3E829	Q3E835	4932.YDL160C-A;
Q02884	P42935; Itself; Q04868; P38874; Q06706	4932.YPL101W;
Q06001		4932.YLR238W;
Q12283		4932.YOR221C;
Q08822		4932.YOR356W;
P38071		4932.YBR026C;
Q04689		4932.YML050W;
Q03798		4932.YMR157C;
P47064		4932.YJL024C;
P38090	P43603; P32793	4932.YBR132C;
P18238	Itself	4932.YBR085W;
Q08683	Q04601; P40577; Q12379	4932.YOR249C;
Q02336	Q03330; Q12060; P32494; Q00772; P38811	4932.YDR448W;
P16661	P53954; P43636	4932.YBR110W;
Q12107		4932.YLR102C;
P28495	P13517	4932.YKL007W;
P07245		4932.YGR204W;
Q00684	P35734; Q01389; P38041; P53894; P32562; P38147; P15790; P19454; P24870; Q03898; P53233; P38785; Q12329; P21965; Q02196; P47035; P38826; P39940; P38990; P38634; P06700; P38283; P06782; P06784; P32944; Q02208; Q03785	4932.YFR028C;
P32797	Itself; P17214; P13382; Q12306; P38960	4932.YDL220C;
Q12102	Q01329	4932.YLR115W;
P24868	P20486	4932.YGR108W;
P13365	P00546; P09959	4932.YAL040C;
P20486	P00546; P24868; P24870	4932.YBR135W;
P00163		4932.Q0105;
Q99288		4932.YDR051C;
P41819		4932.YPL266W;
Q04409		4932.YDR516C;
P38604	Q12452	4932.YHR072W;
P32316		4932.YBL015W;
P38903		4932.YOR014W;
Q12440	P40577	4932.YLR127C;
Q08951	P46682; P38153	4932.YPL195W;
Q06628	P53104; Q06410; P39968	4932.YPR185W;
Q02887		4932.YPL100W;
P39524	P25656	4932.YAL026C;
P50080		4932.YGR224W;
P53836		4932.YNL278W;
P32378		4932.YNR041C;
P47976		4932.YDR151C;
P28319		4932.YKL096W;
Q00873		4932.YKL087C;
P25719		4932.YML078W;
P18962		4932.YHR028C;
P35732	P40352	4932.YKL054C;
P0CH64		
P47089		4932.YJR014W;
P38821		4932.YHR113W;
P38732		4932.YHL039W;
Q04660	P32892; Q03532; P39744; Q02892; P53261; P34241; Q12024	4932.YMR049C;
P21147		4932.YGL055W;
Q00955	Itself	4932.YNR016C;
P43633		4932.YGL021W;
P22936		4932.YKL114C;
Q04489		4932.YML096W;
P32448		4932.YDL197C;
P40458	Q12527; P15790	4932.YIL146C;
P33314		4932.YKL092C;
P39525		4932.YER061C;
P40202	P00445	4932.YMR038C;
Q04949		4932.YMR299C;
Q03466		4932.YDR206W;
P40487	P32461	4932.YIL103W;
P36152	Q12181	4932.YKR071C;
P32324	Itself; P05317; P52286	4932.YOR133W;
P16521		4932.YLR249W;
P53978		4932.YNL014W;
P32461	P40487	4932.YKL191W;
Q3E840	P31386; Q02908	4932.YBL071W-A;
P47138		4932.YJR097W;
P32469		4932.YLR172C;
P47128		4932.YJR082C;
P53911		4932.YNL136W;
P07807		4932.YOR236W;
Q12089		4932.YPL005W;
Q12156		4932.YDR063W;
P52893		4932.YLR089C;
P46367		4932.YOR374W;
Q03233		4932.YMR184W;
P38179		4932.YBL082C;
Q05955		4932.YLR227C;
P53068	P53886; P09798; P38042	4932.YGL240W;
P24813		4932.YDR423C;
P38065	Q00381	4932.YBL037W;
P38724		4932.YHL047C;
P0CX79		
P40518		4932.YIL062C;
P40851		4932.YPR122W;
P31386	Q3E840	4932.YAL020C;
P27637	P39960; P32598; P13186	4932.YAR014C;
P53062		4932.YGL247W;
P53829	P31384; P25655; P34909; P06102; Q12514; P53935; P39008	4932.YNL288W;
P32796		4932.YML042W;
P30283	P00546	4932.YPR120C;
Q7LHD1		
Q12262	Q02732; Q12748; P47167	4932.YPR046W;
P38892		4932.YHR209W;
Q12289		4932.YOR100C;
Q08058		4932.YOL008W;
P23285		4932.YHR057C;
P53267	P40013; P32504; P36012; P35203; Q02732; Q12248; Itself; P53168; P40460; P53298; P38283; P36131; P46675	4932.YGR113W;
Q07786		4932.YDL246C;
P13663		4932.YDR158W;
P53924		4932.YNL116W;
P38737		4932.YHL030W;
P43605	P22516; P49956; P47069; P15873	4932.YFR027W;
P53111		4932.YGL157W;
Q12421	Q06410; P28737	4932.YDR022C;
Q06321		4932.YLR189C;
Q05933	P33204; P53731; P38328; P32381	4932.YLR370C;
P36062	P32568	4932.YKL146W;
P48558	Q08234	4932.YNL305C;
P16474	P21954; Q99220	4932.YJL034W;
P40580		4932.YIR036C;
P41695	Itself; P26449; P26309; P40957	4932.YGR188C;
P26449	P41695; P26309; P40957; P40958; P47074	4932.YOR026W;
P48445		4932.YDL141W;
P38891	P47176	4932.YHR208W;
P53958		4932.YNL042W;
P21269	P00925	4932.YER168C;
P53332	P40506; P36076; Q03941	4932.YGR277C;
P18900	P10592	4932.YBR003W;
Q03957	P46962; P46963	4932.YKL139W;
Q03375		4932.YDR482C;
P38719	P36009; P53743; P53254	4932.YHR169W;
P53734	Q05942; P34241; P47108	4932.YNR038W;
P38774		4932.YHR044C;
P40366	Q04603	4932.YJL065C;
P23501		4932.YKR053C;
P39540		4932.YJL196C;
P25574	P80967	4932.YCL045C;
P40535		4932.YIL036W;
Q01802		4932.YKL106W;
P49435		4932.YML022W;
P32629	P47124; P50108; P46985; P39107	4932.YEL036C;
P08019		4932.YIL099W;
P13586		4932.YGL167C;
Q04052		4932.YDR421W;
P80428	Q08649	4932.YJL081C;
Q06598		4932.YPR201W;
P81449		4932.YDR322C-A;
Q12067		4932.YOR079C;
Q08236	P41318; P32600	4932.YOL078W;
P00830	Q02888	4932.YJR121W;
P53727		4932.YNR027W;
P48582	P32571; Q08003; P39929	4932.YPL084W;
Q06604	P15891; P50942; P43603; P39743; P0CF34; P32790; P32793	4932.YPR171W;
P50277		4932.YNR058W;
P11709		4932.YCL029C;
Q07457	Itself; P06104	4932.YDL074C;
P36076	P40506; Itself; P53332; Q03941; P26570; P33329; P36024; Q08438	4932.YKL088W;
P08004		4932.YNL192W;
Q3E835	Q3E829	4932.YOL086W-A;
P10174		4932.YMR256C;
Q04930		4932.YDR223W;
P43639	P15790; P19454; P38930; P53254	4932.YGL019W;
P19516		4932.YPL132W;
Q08226		4932.YOL063C;
P43595		4932.YFR012W;
P38248		4932.YBR078W;
Q06053		4932.YLR401C;
P25335		4932.YIR029W;
P32781	P32323	4932.YGL032C;
P22149	Q03835; P32642	4932.YGL071W;
P25371		4932.YCR011C;
P40563	P15891; P47068; P38822; P38753; P53281; P43603; P36006; Q04439; Q12163; P32790	4932.YIR003W;
Q08269		4932.YOL130W;
Q12142		4932.YDL149W;
P46983		4932.YJL185C;
P38323		4932.YBR227C;
P47117	P38328	4932.YJR065C;
Q03862	P47019; Q12080; P38344	4932.YDR101C;
P30902		4932.YKL016C;
Q04749	P41318; P32600	4932.YMR068W;
P32453		4932.YNL315C;
P25356		4932.YCR032W;
P47176	P38891	4932.YJR148W;
Q08347		4932.YOL164W;
P06106		4932.YLR303W;
Q3E808		4932.YNL130C-A;
P40451		4932.YIL158W;
Q2V2Q1		4932.YCL058W-A;
Q99299	P19073; P25293; Q08229; P53939; P06780	4932.YPL158C;
P32493		4932.YMR064W;
P53868		4932.YNL219C;
P04710		4932.YMR056C;
Q12001		4932.YOR002W;
P39945		4932.YER101C;
P40450	P11710; Q05080; P36006; Q04439	4932.YIL159W;
P53082		4932.YGL220W;
Q07660		4932.YDL231C;
P53894	P21192; Itself; Q00684; P43563; P24276; P40468	4932.YNL161W;
Q08032	P25588; P53135; P53840	4932.YLR103C;
P29029		4932.YLR286C;
P00890		4932.YNR001C;
Q05583	P40469; P23503; P38829	4932.YDR267C;
P43600		4932.YFR020W;
Q12517	P53550; P39517; P39998; F4HZB2	4932.YOL149W;
P11076	P19146; Q05029; P36122; Q08754; Q12114; P40955; P41909; P34230; Q12234	4932.YDL192W;
P46672	P46655; P00958	4932.YGL105W;
P35193	P14904; P53104; Q12527; P38182; P29295	4932.YOL082W;
Q07528	P47057; P53039	4932.YDL113C;
P53090		4932.YGL202W;
Q12674	P53740	4932.YMR162C;
P53855	P43601	4932.YNL242W;
P25651	Itself; P40568; Q04087; P40065; P24279; P29496; P38132; Q02208	4932.YCR086W;
P22804	P38182	4932.YIL004C;
P49017		4932.YML110C;
P47005	P52286	4932.YJL149W;
P25453	P32489	4932.YER179W;
P47120	P23301	4932.YJR070C;
P40319		4932.YLR372W;
P36053		4932.YKL160W;
P38720		4932.YHR183W;
Q02486		4932.YMR072W;
P47146		4932.YJR108W;
P38305	Q06525	4932.YBR194W;
P38971		4932.YNL270C;
P32459		4932.YIR032C;
Q12184		4932.YPL252C;
P53974	P15891	4932.YNL020C;
P43549		4932.YFL054C;
Q04371		4932.YMR027W;
Q01649		4932.YMR198W;
Q07879	P38862	4932.YLL042C;
Q12092		4932.YPL166W;
P53867	P38182	4932.YNL223W;
Q06405		4932.YDR377W;
P47082		4932.YJR001W;
P38111	P47027; Q04377	4932.YBR136W;
Q06071		4932.YLR408C;
O13558		4932.YLR465C;
P40493		4932.YIL096C;
P47040		4932.YJL059W;
Q06338		4932.YDR361C;
P04817		4932.YEL063C;
P07258		4932.YOR303W;
Q12114	P11076; Q05029; P36122; Q08754; P40955	4932.YLR330W;
P32943	P00546	4932.YGR109C;
P36012	P53267; Q12334	4932.YKL049C;
O13297	Q01159	4932.YPL228W;
P41733		4932.YLR459W;
Q3E823		4932.YPL189C-A;
P46946	P32829; Itself; P33301	4932.YGL175C;
P52892		4932.YDR111C;
P40507	Q01560; P53632	4932.YIL079C;
P25376		4932.YCL025C;
P48360		4932.YDR376W;
Q99222		4932.YOR129C;
P38207		4932.YBL019W;
P46682	Q08951; P38153	4932.YGR261C;
P25641		4932.YCR068W;
Q06541		4932.YLR242C;
P00854		4932.Q0085;
P13090		4932.YML116W;
P50273		4932.YDR350C;
P47134	P38991; Q3E7Y6; P38283	4932.YJR089W;
P25300	P38928; P32835	4932.YCR038C;
P40013	P53267	4932.YER016W;
P36122	P11076; Q05029; Q12114; P40073	4932.YKR027W;
P33306	P16892; P38853; P13186; P14681	4932.YER167W;
P08679	Itself	4932.YCR005C;
Q06156		4932.YLR272C;
Q05790		4932.YLR213C;
P25618		4932.YCR017C;
Q06705		4932.YLR380W;
Q04201	P47155	4932.YML101C;
P06773		4932.YHR144C;
P69850		4932.YBR233W-A;
P31787		4932.YGR037C;
Q12476	P47047; P53632	4932.YDL175C;
Q07716		4932.YDL237W;
P25649	Q12433	4932.YCR082W;
P32317		4932.YEL052W;
Q06159	Q12527; P38182	4932.YLR312C;
P32450		4932.YFL010W-A;
Q08409		4932.YOR011W;
P05626		4932.YPL078C;
Q12165		4932.YDL004W;
Q01896		4932.YDR039C;
Q01532		4932.YNL239W;
P14180		4932.YBR038W;
P43635		4932.YPR001W;
P40987		4932.YOR349W;
P53301		4932.YGR189C;
P40087	P0CG63; P0CG48	4932.YER143W;
Q12395	Q12018	4932.YLR128W;
P04037		4932.YGL187C;
Q06469		4932.YPR158W;
Q12389	Itself; P32892; P36049; Q03532; P43586; Q12176; P38112; P39744; P37838	4932.YDL031W;
P39976		4932.YEL071W;
Q03373	Q03063; P14681; P13574	4932.YDR480W;
P32330		4932.YKL121W;
P53388		4932.YPL265W;
P53171		4932.YGL057C;
P32836	P47123	4932.YOR185C;
P34243		4932.YKL017C;
Q05931	Q03020	4932.YLR369W;
P47042		4932.YJL057C;
P53892		4932.YNL164C;
P53319		4932.YGR256W;
P36049	Q08235; P53188; Q12389; Itself; P43586; P47069; P39744; P37838; P40078; P53131; Q12754; P38789	4932.YKL172W;
P38836		4932.YHR132C;
Q06011		
P39715		4932.YAL059W;
P38167	P39940	4932.YBL101C;
Q05958		4932.YLR228C;
P32525	P32790	4932.YJL201W;
P47144		4932.YJR106W;
P32799		4932.YGL191W;
P53822		4932.YNL336W;
Q99234		4932.YOR030W;
P0CE41		4932.YLR256W;
P39936	P04147	4932.YGL049C;
P53115	Q03435	4932.YGL150C;
P34253		4932.YKL110C;
Q04081		4932.YDR435C;
P42951		4932.YJL100W;
P47051		4932.YJL046W;
Q04396		4932.YDR503C;
P53743	P38719; Q06344; Q03532; P20448	4932.YNR054C;
Q03018	Q00362; P40316	4932.YGR098C;
Q08967		4932.YPL221W;
P19097	P07149	4932.YPL231W;
P25621		4932.YCR028C;
P38225		4932.YBR041W;
P42837	P34756; Q06708	4932.YNL325C;
P40036	P40073	4932.YER054C;
P41818	P32598	4932.YMR311C;
P14065		4932.YOR120W;
Q12361		4932.YDL035C;
Q07729		4932.YDL238C;
P13134	P32790	4932.YNL238W;
P22943		4932.YFL014W;
P69852		4932.YKL138C-A;
P53187		4932.YGL033W;
P20050	P14291	4932.YIL072W;
Q9P305		4932.YHR132W-A;
P47034		4932.YJL077C;
P53966		4932.YNL029C;
Q02196	Q00684	4932.YKL001C;
P40469	Q05583; P38829	4932.YIL128W;
Q07684		4932.YDL233W;
P53129	P38273	4932.YGL124C;
P40567		4932.YIR009W;
P47187		4932.YJR161C;
P40312		4932.YNL111C;
P38818		4932.YHR109W;
Q08923		4932.YPL181W;
Q08977		4932.YPL260W;
P20448	Q06631; P15790; P48234; Q06344; P53743; Q03532; Itself; Q12136; P53254	4932.YJL033W;
Q12050	Q03973; P15873; P40348; P40339; P38251; Q12306	4932.YOR144C;
P53938		4932.YNL080C;
P38140	P43603; P39743; P32793	4932.YBR239C;
P32476		4932.YGR175C;
P53848		4932.YNL256W;
P40008		4932.YER004W;
P38631	P06780	4932.YLR342W;
Q12333		4932.YOL152W;
P41913		4932.YOR355W;
Q03833		4932.YDR096W;
P38817	P48563; P39104	4932.YHR108W;
P27472	P23337; Itself	4932.YLR258W;
Q12198		4932.YLL058W;
Q08448		4932.YOR059C;
P35192		4932.YMR021C;
P53083		4932.YGL219C;
P43572	P38806	4932.YFL024C;
P40531		4932.YIL041W;
Q03281	P39929; Q02821	4932.YDR458C;
P45820		4932.YGL168W;
P49775		4932.YDR305C;
P0CY13		4932.YCR096C;
P40499		4932.YIL090W;
P25626		4932.YCR046C;
P53390	P40260	4932.YPR138C;
P53843	P69771	4932.YNL265C;
P40034		4932.YER051W;
P38144	Q12072; P43596	4932.YBR245C;
Q6Q560	P25374	4932.YER048W-A;
P40206		4932.YMR132C;
P47046		4932.YJL051W;
P38710		4932.YHR046C;
P32486		4932.YPR159W;
P36775		4932.YBL022C;
Q04005		4932.YDR184C;
P53237		4932.YGR057C;
Q12230	P53252	4932.YPL004C;
P38139		4932.YBR204C;
P40356	P14922; P16649	4932.YGL025C;
P49090		4932.YGR124W;
P32504	P35203; P53267	4932.YGR140W;
P03874		4932.YHL038C;
P35203	P32504; P40969; P53267; Q08446; P52286	4932.YMR094W;
P48237		4932.YGR150C;
P24871		4932.YLR210W;
O13525		4932.YDR204W;
P33412		4932.YGR007W;
P53255		4932.YGR093W;
P40553		4932.YIL010W;
P32803	P39704; Q12450; P54837	4932.YGL200C;
Q02908	P42935; Q04868; P38874; Q3E840	4932.YPL086C;
Q03016		4932.YPL137C;
P39993		4932.YEL022W;
Q06336		4932.YDR358W;
Q06543		4932.YLR243W;
P40106		4932.YER062C;
P32288		4932.YPR035W;
P46943		4932.YLR289W;
P42944		4932.YJL110C;
P40956	P43603; P39743; P32793	4932.YGL181W;
P38803		4932.YHR085W;
P25341		4932.YCR091W;
P27809		4932.YDR483W;
P32490	Q12263; Q00772; P23561	4932.YOR231W;
Q04406		4932.YDR512C;
P53918		4932.YNL125C;
P39521	P38930	4932.YPR104C;
P32791		4932.YLR214W;
P41939		4932.YLR174W;
P53982		4932.YNL009W;
Q06098		4932.YPR106W;
P38143		4932.YBR244W;
Q07845	P36146	4932.YLL035W;
P53834		4932.YNL281W;
Q12060	Q02336; Q03330; P32494; P25554; P50875; P06844; P35177; P38915; Q12030; Q03761; P38129; P53040; P38811; P50102	4932.YPL254W;
P36113		4932.YKR017C;
P50079		4932.YGR223C;
Q01448	P32479	4932.YBR215W;
P39567		4932.YAR073W;
P26798	P13902	4932.YDR123C;
Q8TGJ3		4932.YNL024C-A;
P47114		4932.YJR054W;
P47169		4932.YJR137C;
Q12175	P40965	4932.YDL154W;
P27882	P36046	4932.YGR029W;
Q06551	P41912	4932.YLR246W;
P38260	P10591	4932.YBR101C;
Q08913		4932.YOR390W;
P16892	P33306; Itself; P23561; P32917; P06784; P32830; A7TJH8	4932.YBL016W;
Q99341		
P08524		4932.YJL167W;
P36143		4932.YKR058W;
P47011		4932.YJL137C;
P05373		4932.YGL040C;
P46972	Q05930	4932.YMR035W;
P34167		4932.YPR163C;
P15496		4932.YPL117C;
P38689	P32895	4932.YHL011C;
P38703	P28496; Q03579	4932.YHL003C;
P39002		4932.YIL009W;
P47055		4932.YJL038C;
Q12321	Q08278; P53114; P19263; P38633	4932.YPR070W;
Q07376		4932.YDL054C;
P29469	P09119; Q08496; P30665; Q12306	4932.YBL023C;
P53048		4932.YGR289C;
P53341		4932.YGR292W;
Q06706	P42935; Q02884; Q04868; P38874; Itself	4932.YLR384C;
Q04067	P06103; P40217	4932.YDR429C;
P40546		4932.YIL019W;
Q12099	Q06132	4932.YDR021W;
P32785		4932.YBL013W;
P17064	P38264	4932.YER056C;
Q08907		4932.YOR383C;
Q12247		4932.YLR068W;
Q07540	Q03020; Itself; P39676	4932.YDL120W;
P03069	Itself; P11938	4932.YEL009C;
P18851	P39010; P11433; P21268; P08539; P18852; Q03497; P32917	4932.YOR212W;
P37292		4932.YBR263W;
P18494	P23202	4932.YER040W;
Q07653		4932.YDL223C;
Q04697		4932.YML048W;
P41546		4932.YFL031W;
Q9URQ5	P43609; P32597	4932.YCR020W-B;
P02829	P60010; P27616; Q12449; P53858; P06101; P33313; P53691; P47103; Itself; P43581; P27705; P35198; P32832; P38768; Q03407; P53043; P32264; P28707; P41811; Q08446; Q00772; P41808; P10591; P10592; P32589; P15705; P25638; Q12407; P0CS82; P04637	4932.YPL240C;
P47124	P32629; P50108; P46985	4932.YJR075W;
Q05164		4932.YOL155C;
P40037		4932.YER057C;
P48570		4932.YDL182W;
P32899	P38333; P47083; Q12136; P53866; P40362; Q04177	4932.YHR148W;
Q03419		4932.YDR492W;
P38439	P89105; P38351; P53064; Q00772	4932.YOR123C;
P48563	Q03921; P38817	4932.YNL297C;
Q06815		4932.YPR079W;
P42935	Q02908; Q02884; Q04868; P38874; Q06706	4932.YGR200C;
Q12284		4932.YPR037C;
P38819	P54837	4932.YHR110W;
Q07541		4932.YDL121C;
O13329		4932.YDR110W;
Q03034		4932.YDR539W;
P26793	P38859; P15873	4932.YKL113C;
P39958	P07560; P36017; P01123; P38146; P38555; P51996; P36018; Q99260; P32939	4932.YER136W;
P38011		4932.YMR116C;
Q08561		4932.YOR189W;
P08539	P11972; P18851; P22219; P22543	4932.YHR005C;
P40581		4932.YIR037W;
Q12438		4932.YDL010W;
P38068		4932.YBR014C;
P48365	P0CG63	4932.YDL234C;
Q01766		4932.YPR005C;
P07172		4932.YIL116W;
P39987		4932.YEL030W;
P46997		4932.YJL162C;
P53158		4932.YGL079W;
P28496	P38703; Q03579	4932.YKL008C;
P08465		4932.YNL277W;
Q08649	P80428; Q12432; P02309; P11938; P38811	4932.YOR244W;
Q05359	Q12450; P54837	4932.YAR002C-A;
Q04461		4932.YMR111C;
P38913		4932.YDL045C;
P05453	P32644; Q12315; Q04638; Itself; P12385	4932.YDR172W;
P53971		4932.YNL023C;
P53198		4932.YGL002W;
P40207	P46956	4932.YMR134W;
P53889		4932.YNL168C;
P40988		4932.YMR319C;
Q12178		4932.YPR062W;
P38993	P40088	4932.YMR058W;
P32768		4932.YAR050W;
Q05670		4932.YMR232W;
P28006		4932.YOR178C;
P39722		4932.YAL048C;
Q04458		4932.YMR110C;
P46973	Q08932	4932.YJR055W;
P23337	P27472	4932.YFR015C;
P19882	P07276	4932.YLR259C;
P22202		4932.YER103W;
